rankid,rank,song,artist,year
"3561","61","A Puro Dolor","Son by Four","2000"
"3562","62","He Can't Love U","Jagged Edge","2000"
"3563","63","Separated","Avant","2000"
"3564","64","I Wish","Carl Thomas","2000"
"3565","65","U Know What's Up","Donell Jones","2000"
"3566","66","Faded","soulDecision featuring Thrust","2000"
"3567","67","Only God Knows Why","Kid Rock","2000"
"3568","68","Shake Ya Ass","Mystikal","2000"
"3569","69","Bag Lady","Erykah Badu","2000"
"3570","70","Meet Virginia","Train","2000"
"3571","71","Party Up (Up in Here)","DMX","2000"
"3572","72","Case of the Ex","Mýa","2000"
"3573","73","Forgot About Dre","Dr. Dre featuring Eminem","2000"
"3574","74","That's the Way","Jo Dee Messina","2000"
"3575","75","Swear It Again","Westlife","2000"
"3576","76","The Next Episode","Dr. Dre featuring Snoop Dogg","2000"
"3577","77","From the Bottom of My Broken Heart","Britney Spears","2000"
"3578","78","Crash and Burn","Savage Garden","2000"
"3579","79","Yes!","Chad Brock","2000"
"3580","80","The Best Day","George Strait","2000"
"3581","81","Where I Wanna Be","Donell Jones","2000"
"3582","82","How Do You Like Me Now?!","Toby Keith","2000"
"3583","83","My Best Friend","Tim McGraw","2000"
"3584","84","Broadway","Goo Goo Dolls","2000"
"3585","85","What'chu Like","Da Brat featuring Tyrese","2000"
"3586","86","Don't Think I'm Not","Kandi","2000"
"3587","87","I Hope You Dance","Lee Ann Womack","2000"
"3588","88","Better Off Alone","Alice Deejay","2000"
"3589","89","Dance with Me","Debelah Morgan","2000"
"3590","90","What About Now","Lonestar","2000"
"3591","91","I Like It","Sammie","2000"
"3592","92","24/7","Kevon Edmonds","2000"
"3593","93","Girl on TV","LFO","2000"
"3594","94","Bounce with Me","Lil' Bow Wow featuring Xscape","2000"
"3595","95","Cowboy Take Me Away","Dixie Chicks","2000"
"3596","96","I Don't Wanna","Aaliyah","2000"
"3597","97","Independent Women","Destiny's Child","2000"
"3598","98","Gotta Tell You","Samantha Mumba","2000"
"3599","99","Waiting for Tonight","Jennifer Lopez","2000"
"3600","100","Shackles (Praise You)","Mary Mary","2000"
"3601","1","Hanging by a Moment","Lifehouse","2001"
"3602","2","Fallin'","Alicia Keys","2001"
"3603","3","All for You","Janet Jackson","2001"
"3604","4","Drops of Jupiter (Tell Me)","Train","2001"
"3605","5","I'm Real (Murder Remix)","Jennifer Lopez featuring Ja Rule","2001"
"3606","6","If You're Gone","Matchbox Twenty","2001"
"3607","7","Let Me Blow Ya Mind","Eve featuring Gwen Stefani","2001"
"3608","8","Thank You","Dido","2001"
"3609","9","Again","Lenny Kravitz","2001"
"3610","10","Independent Women","Destiny's Child","2001"
"3611","11","Hit 'Em Up Style (Oops!)","Blu Cantrell","2001"
"3612","12","It Wasn't Me","Shaggy featuring Rikrok","2001"
"3613","13","Stutter","Joe featuring Mystikal","2001"
"3614","14","It's Been Awhile","Staind","2001"
"3615","15","U Remind Me","Usher","2001"
"3616","16","Where the Party At","Jagged Edge featuring Nelly","2001"
"3617","17","Angel","Shaggy featuring Rayvon","2001"
"3618","18","Ride wit Me","Nelly featuring City Spud","2001"
"3619","19","Follow Me","Uncle Kracker","2001"
"3620","20","Peaches & Cream","112","2001"
"3621","21","Drive","Incubus","2001"
"3622","22","What Would You Do?","City High","2001"
"3623","23","Survivor","Destiny's Child","2001"
"3624","24","Lady Marmalade","Christina Aguilera, Lil' Kim, Mýa and Pink","2001"
"3625","25","Ms. Jackson","OutKast","2001"
"3626","26","Love Don't Cost a Thing","Jennifer Lopez","2001"
"3627","27","The Way You Love Me","Faith Hill","2001"
"3628","28","He Loves U Not","Dream","2001"
"3629","29","Butterfly","Crazy Town","2001"
"3630","30","Put It on Me","Ja Rule featuring Lil' Mo and Vita","2001"
"3631","31","Family Affair","Mary J. Blige","2001"
"3632","32","I Hope You Dance","Lee Ann Womack","2001"
"3633","33","South Side","Moby featuring Gwen Stefani","2001"
"3634","34","Don't Tell Me","Madonna","2001"
"3635","35","Get Ur Freak On","Missy Elliott","2001"
"3636","36","Crazy","K-Ci & JoJo","2001"
"3637","37","Fill Me In","Craig David","2001"
"3638","38","Someone to Call My Lover","Janet Jackson","2001"
"3639","39","With Arms Wide Open","Creed","2001"
"3640","40","Case of the Ex","Mýa","2001"
"3641","41","All or Nothing","O-Town","2001"
"3642","42","Bootylicious","Destiny's Child","2001"
"3643","43","I'm Like a Bird","Nelly Furtado","2001"
"3644","44","Kryptonite","3 Doors Down","2001"
"3645","45","Fiesta","R. Kelly featuring Jay-Z","2001"
"3646","46","When It's Over","Sugar Ray","2001"
"3647","47","Jaded","Aerosmith","2001"
"3648","48","Promise","Jagged Edge","2001"
"3649","49","Missing You","Case","2001"
"3650","50","Differences","Ginuwine","2001"
"3651","51","This I Promise You","'N Sync","2001"
"3652","52","Izzo (H.O.V.A.)","Jay-Z","2001"
"3653","53","Superwoman Pt. II","Lil' Mo featuring Fabolous","2001"
"3654","54","Crazy for This Girl","Evan and Jaron","2001"
"3655","55","Nobody Wants to Be Lonely","Ricky Martin and Christina Aguilera","2001"
"3656","56","I Just Wanna Love U (Give It 2 Me)","Jay-Z","2001"
"3657","57","One Minute Man","Missy Elliott featuring Ludacris","2001"
"3658","58","Danger (Been So Long)","Mystikal featuring Nivea","2001"
"3659","59","Only Time","Enya","2001"
"3660","60","I Do!!","Toya","2001"
"3661","61","Never Had a Dream Come True","S Club 7","2001"
"3662","62","Stranger in My House","Tamia","2001"
"3663","63","Irresistible","Jessica Simpson","2001"
"3664","64","Heard It All Before","Sunshine Anderson","2001"
"3665","65","The Space Between","Dave Matthews Band","2001"
"3666","66","There You'll Be","Faith Hill","2001"
"3667","67","Love","Musiq Soulchild","2001"
"3668","68","It's Over Now","112","2001"
"3669","69","No More (Baby I'ma Do Right)","3LW","2001"
"3670","70","Turn Off the Light","Nelly Furtado","2001"
"3671","71","Ain't Nothing 'bout You","Brooks & Dunn","2001"
"3672","72","Play","Jennifer Lopez","2001"
"3673","73","I'm Already There","Lonestar","2001"
"3674","74","My Baby","Lil' Romeo","2001"
"3675","75","Beautiful Day","U2","2001"
"3676","76","Austin","Blake Shelton","2001"
"3677","77","Southern Hospitality","Ludacris","2001"
"3678","78","Grown Men Don't Cry","Tim McGraw","2001"
"3679","79","Livin' It Up","Ja Rule featuring Case","2001"
"3680","80","Loverboy","Mariah Carey featuring Cameo","2001"
"3681","81","Contagious","The Isley Brothers featuring R. Kelly and Chanté Moore","2001"
"3682","82","Who I Am","Jessica Andrews","2001"
"3683","83","Music","Erick Sermon featuring Marvin Gaye","2001"
"3684","84","I Wanna Be Bad","Willa Ford","2001"
"3685","85","Don't Happen Twice","Kenny Chesney","2001"
"3686","86","One More Day","Diamond Rio","2001"
"3687","87","I Wish","R. Kelly","2001"
"3688","88","It's a Great Day to Be Alive","Travis Tritt","2001"
"3689","89","I'm a Thug","Trick Daddy","2001"
"3690","90","Here's to the Night","Eve 6","2001"
"3691","91","You Shouldn't Kiss Me Like This","Toby Keith","2001"
"3692","92","Get Over Yourself","Eden's Crush","2001"
"3693","93","Dance with Me","Debelah Morgan","2001"
"3694","94","So Fresh So Clean","Outkast","2001"
"3695","95","E.I.","Nelly","2001"
"3696","96","Be Like That","3 Doors Down","2001"
"3697","97","Most Girls","Pink","2001"
"3698","98","Oochie Wally","Nas and Bravehearts","2001"
"3699","99","Hero","Enrique Iglesias","2001"
"3700","100","Hemorrhage (In My Hands)","Fuel","2001"
"3701","1","How You Remind Me","Nickelback","2002"
"3702","2","Foolish","Ashanti","2002"
"3703","3","Dilemma","Nelly featuring Kelly Rowland","2002"
"3704","4","Hot in Herre","Nelly","2002"
"3705","5","Wherever You Will Go","The Calling","2002"
"3706","6","A Thousand Miles","Vanessa Carlton","2002"
"3707","7","In the End","Linkin Park","2002"
"3708","8","What's Luv?","Fat Joe featuring Ashanti","2002"
"3709","9","U Got It Bad","Usher","2002"
"3710","10","Blurry","Puddle of Mudd","2002"
"3711","11","Complicated","Avril Lavigne","2002"
"3712","12","Always on Time","Ja Rule featuring Ashanti","2002"
"3713","13","Ain't It Funny","Jennifer Lopez featuring Ja Rule","2002"
"3714","14","The Middle","Jimmy Eat World","2002"
"3715","15","I Need a Girl (Part One)","P. Diddy featuring Usher and Loon","2002"
"3716","16","U Don't Have to Call","Usher","2002"
"3717","17","Family Affair","Mary J. Blige","2002"
"3718","18","I Need a Girl (Part Two)","P. Diddy featuring Ginuwine, Loon and Mario Winans","2002"
"3719","19","Gangsta Lovin'","Eve featuring Alicia Keys","2002"
"3720","20","My Sacrifice","Creed","2002"
"3721","21","Without Me","Eminem","2002"
"3722","22","Hero","Enrique Iglesias","2002"
"3723","23","All You Wanted","Michelle Branch","2002"
"3724","24","Get the Party Started","Pink","2002"
"3725","25","Hero","Chad Kroeger featuring Josey Scott","2002"
"3726","26","Wasting My Time","Default","2002"
"3727","27","One Last Breath","Creed","2002"
"3728","28","Whenever, Wherever","Shakira","2002"
"3729","29","I'm Gonna Be Alright","Jennifer Lopez featuring Nas","2002"
"3730","30","Oh Boy","Cam'ron featuring Juelz Santana","2002"
"3731","31","Heaven","DJ Sammy featuring Yanou and Do","2002"
"3732","32","Hey Baby","No Doubt featuring Bounty Killer","2002"
"3733","33","Girlfriend","'N Sync featuring Nelly","2002"
"3734","34","Just a Friend 2002","Mario","2002"
"3735","35","Soak Up the Sun","Sheryl Crow","2002"
"3736","36","Don't Let Me Get Me","Pink","2002"
"3737","37","Nothin'","N.O.R.E.","2002"
"3738","38","Oops (Oh My)","Tweet featuring Missy Elliott","2002"
"3739","39","A Moment Like This","Kelly Clarkson","2002"
"3740","40","Addictive","Truth Hurts featuring Rakim","2002"
"3741","41","Happy","Ashanti","2002"
"3742","42","No Such Thing","John Mayer","2002"
"3743","43","Just Like a Pill","Pink","2002"
"3744","44","Down 4 U","Ja Rule featuring Ashanti, Charli Baltimore and Vita","2002"
"3745","45","Can't Get You Out of My Head","Kylie Minogue","2002"
"3746","46","Superman (It's Not Easy)","Five for Fighting","2002"
"3747","47","Cleanin' Out My Closet","Eminem","2002"
"3748","48","Halfcrazy","Musiq Soulchild","2002"
"3749","49","Lights, Camera, Action!","Mr. Cheeks","2002"
"3750","50","Still Fly","Big Tymers","2002"
"3751","51","A Woman's Worth","Alicia Keys","2002"
"3752","52","7 Days","Craig David","2002"
"3753","53","Hey Ma","Cam'ron featuring Juelz Santana and Freekey Zekey","2002"
"3754","54","Work It","Missy Elliott","2002"
"3755","55","Move Bitch","Ludacris featuring Mystikal and I-20","2002"
"3756","56","Can't Fight the Moonlight","LeAnn Rimes","2002"
"3757","57","Escape","Enrique Iglesias","2002"
"3758","58","More than a Woman","Aaliyah","2002"
"3759","59","Hella Good","No Doubt","2002"
"3760","60","I Love You","Faith Evans","2002"
"3761","61","Gotta Get thru This","Daniel Bedingfield","2002"
"3762","62","Pass the Courvoisier, Part II","Busta Rhymes featuring P. Diddy and Pharrell","2002"
"3763","63","Lose Yourself","Eminem","2002"
"3764","64","Butterflies","Michael Jackson","2002"
"3765","65","What About Us?","Brandy","2002"
"3766","66","Underneath Your Clothes","Shakira","2002"
"3767","67","Rainy Dayz","Mary J. Blige featuring Ja Rule","2002"
"3768","68","Differences","Ginuwine","2002"
"3769","69","If I Could Go!","Angie Martinez featuring Lil' Mo and Sacario","2002"
"3770","70","The Whole World","Outkast featuring Killer Mike","2002"
"3771","71","Underneath It All","No Doubt featuring Lady Saw","2002"
"3772","72","Caramel","City High featuring Eve","2002"
"3773","73","Luv U Better","LL Cool J","2002"
"3774","74","Gimme the Light","Sean Paul","2002"
"3775","75","Gone","'N Sync","2002"
"3776","76","Livin' It Up","Ja Rule featuring Case","2002"
"3777","77","Rollout (My Business)","Ludacris","2002"
"3778","78","Here Is Gone","Goo Goo Dolls","2002"
"3779","79","No More Drama","Mary J. Blige","2002"
"3780","80","Days Go By","Dirty Vegas","2002"
"3781","81","Baby","Ashanti","2002"
"3782","82","The Good Stuff","Kenny Chesney","2002"
"3783","83","We Thuggin'","Fat Joe featuring R. Kelly","2002"
"3784","84","Good Morning Beautiful","Steve Holy","2002"
"3785","85","Rock the Boat","Aaliyah","2002"
"3786","86","Drive (For Daddy Gene)","Alan Jackson","2002"
"3787","87","Standing Still","Jewel","2002"
"3788","88","Anything","Jaheim featuring Next","2002"
"3789","89","Full Moon","Brandy","2002"
"3790","90","Uh Huh","B2K","2002"
"3791","91","A New Day Has Come","Celine Dion","2002"
"3792","92","Turn Off the Light","Nelly Furtado","2002"
"3793","93","Living and Living Well","George Strait","2002"
"3794","94","My List","Toby Keith","2002"
"3795","95","Hands Clean","Alanis Morissette","2002"
"3796","96","Sk8er Boi","Avril Lavigne","2002"
"3797","97","Long Time Gone","Dixie Chicks","2002"
"3798","98","Where Were You (When the World Stopped Turning)","Alan Jackson","2002"
"3799","99","Like I Love You","Justin Timberlake","2002"
"3800","100","I Do!!","Toya","2002"
"3801","1","In Da Club","50 Cent","2003"
"3802","2","Ignition (Remix)","R. Kelly","2003"
"3803","3","Get Busy","Sean Paul","2003"
"3804","4","Crazy in Love","Beyoncé featuring Jay-Z","2003"
"3805","5","When I'm Gone","3 Doors Down","2003"
"3806","6","Unwell","Matchbox Twenty","2003"
"3807","7","Right Thurr","Chingy","2003"
"3808","8","Miss You","Aaliyah","2003"
"3809","9","Picture","Kid Rock featuring Sheryl Crow","2003"
"3810","10","Bring Me to Life","Evanescence featuring Paul McCoy","2003"
"3811","11","Get Low","Lil Jon & The East Side Boyz featuring Ying Yang Twins","2003"
"3812","12","Baby Boy","Beyoncé featuring Sean Paul","2003"
"3813","13","Shake Ya Tailfeather","Nelly, P. Diddy and Murphy Lee","2003"
"3814","14","21 Questions","50 Cent featuring Nate Dogg","2003"
"3815","15","All I Have","Jennifer Lopez featuring LL Cool J","2003"
"3816","16","Beautiful","Christina Aguilera","2003"
"3817","17","I Know What You Want","Busta Rhymes and Mariah Carey featuring Flipmode Squad","2003"
"3818","18","I'm with You","Avril Lavigne","2003"
"3819","19","Drift Away","Uncle Kracker featuring Dobie Gray","2003"
"3820","20","Magic Stick","Lil' Kim featuring 50 Cent","2003"
"3821","21","P.I.M.P.","50 Cent","2003"
"3822","22","Bump, Bump, Bump","B2K and P. Diddy","2003"
"3823","23","Into You","Fabolous featuring Tamia","2003"
"3824","24","Can't Let You Go","Fabolous featuring Lil' Mo and Mike Shorey","2003"
"3825","25","Mesmerize","Ja Rule featuring Ashanti","2003"
"3826","26","Where Is the Love?","The Black Eyed Peas","2003"
"3827","27","The Game of Love","Santana featuring Michelle Branch","2003"
"3828","28","Lose Yourself","Eminem","2003"
"3829","29","Rock wit U (Awww Baby)","Ashanti","2003"
"3830","30","Cry Me a River","Justin Timberlake","2003"
"3831","31","How You Gonna Act Like That","Tyrese","2003"
"3832","32","Rock Your Body","Justin Timberlake","2003"
"3833","33","No Letting Go","Wayne Wonder","2003"
"3834","34","Frontin'","Pharrell featuring Jay-Z","2003"
"3835","35","Landslide","Dixie Chicks","2003"
"3836","36","Work It","Missy Elliott","2003"
"3837","37","'03 Bonnie & Clyde","Jay-Z featuring Beyoncé","2003"
"3838","38","Don't Mess with My Man","Nivea featuring Jagged Edge","2003"
"3839","39","So Gone","Monica","2003"
"3840","40","Air Force Ones","Nelly featuring St. Lunatics","2003"
"3841","41","Never Leave You (Uh Oooh, Uh Oooh)","Lumidee","2003"
"3842","42","Beautiful","Snoop Dogg featuring Pharrell and Charlie Wilson","2003"
"3843","43","Gossip Folks","Missy Elliott featuring Ludacris","2003"
"3844","44","Miss Independent","Kelly Clarkson","2003"
"3845","45","Calling All Angels","Train","2003"
"3846","46","Damn!","YoungBloodZ featuring Lil Jon","2003"
"3847","47","This Is the Night","Clay Aiken","2003"
"3848","48","Your Body Is a Wonderland","John Mayer","2003"
"3849","49","Headstrong","Trapt","2003"
"3850","50","In Those Jeans","Ginuwine","2003"
"3851","51","Stand Up","Ludacris featuring Shawnna","2003"
"3852","52","The Remedy (I Won't Worry)","Jason Mraz","2003"
"3853","53","Why Don't You & I","Santana featuring Alex Band","2003"
"3854","54","Excuse Me Miss","Jay-Z","2003"
"3855","55","Jenny from the Block","Jennifer Lopez featuring Jadakiss and Styles P","2003"
"3856","56","Are You Happy Now?","Michelle Branch","2003"
"3857","57","Forever and for Always","Shania Twain","2003"
"3858","58","I Can","Nas","2003"
"3859","59","Underneath It All","No Doubt featuring Lady Saw","2003"
"3860","60","If You're Not the One","Daniel Bedingfield","2003"
"3861","61","Thoia Thoing","R. Kelly","2003"
"3862","62","Here Without You","3 Doors Down","2003"
"3863","63","Wanksta","50 Cent","2003"
"3864","64","My Love Is Like...Wo","Mýa","2003"
"3865","65","It's Five O'Clock Somewhere","Alan Jackson featuring Jimmy Buffett","2003"
"3866","66","Like Glue","Sean Paul","2003"
"3867","67","Can't Hold Us Down","Christina Aguilera featuring Lil' Kim","2003"
"3868","68","My Front Porch Looking In","Lonestar","2003"
"3869","69","Angel","Amanda Perez","2003"
"3870","70","She Hates Me","Puddle of Mudd","2003"
"3871","71","Don't Wanna Try","Frankie J","2003"
"3872","72","The Jump Off","Lil' Kim featuring Mr. Cheeks","2003"
"3873","73","Intuition","Jewel","2003"
"3874","74","Hell Yeah","Ginuwine featuring Baby","2003"
"3875","75","Beer for My Horses","Toby Keith featuring Willie Nelson","2003"
